GEOFIPS,Geo_QName,Geo_NAME,Occupied Housing Units,Owner Occupied,Renter Occupied,Median Value
06037132501,"Census Tract 1325.01, Los Angeles County, California",Census Tract 1325.01,1274,554,720,594600
06037132502,"Census Tract 1325.02, Los Angeles County, California",Census Tract 1325.02,1206,665,541,435000
06037132700,"Census Tract 1327, Los Angeles County, California",Census Tract 1327,1660,939,721,618000
06037132900,"Census Tract 1329, Los Angeles County, California",Census Tract 1329,1304,724,580,677500
06037133000,"Census Tract 1330, Los Angeles County, California",Census Tract 1330,1437,1051,386,548300
06037133101,"Census Tract 1331.01, Los Angeles County, California",Census Tract 1331.01,606,360,246,657100
06037133102,"Census Tract 1331.02, Los Angeles County, California",Census Tract 1331.02,1372,455,917,671200
06037134001,"Census Tract 1340.01, Los Angeles County, California",Census Tract 1340.01,948,351,597,476400
06037134002,"Census Tract 1340.02, Los Angeles County, California",Census Tract 1340.02,1203,495,708,575200
06037134101,"Census Tract 1341.01, Los Angeles County, California",Census Tract 1341.01,1313,726,587,633700
06037134103,"Census Tract 1341.03, Los Angeles County, California",Census Tract 1341.03,1267,723,544,604500
06037134104,"Census Tract 1341.04, Los Angeles County, California",Census Tract 1341.04,1298,609,689,598300
06037134201,"Census Tract 1342.01, Los Angeles County, California",Census Tract 1342.01,1314,1045,269,620500
06037134302,"Census Tract 1343.02, Los Angeles County, California",Census Tract 1343.02,1369,1121,248,647700
06037134303,"Census Tract 1343.03, Los Angeles County, California",Census Tract 1343.03,1912,1388,524,573700
06037134304,"Census Tract 1343.04, Los Angeles County, California",Census Tract 1343.04,940,605,335,604400
06037134305,"Census Tract 1343.05, Los Angeles County, California",Census Tract 1343.05,1188,28,1160,
06037134306,"Census Tract 1343.06, Los Angeles County, California",Census Tract 1343.06,1463,339,1124,527100
06037134421,"Census Tract 1344.21, Los Angeles County, California",Census Tract 1344.21,1490,1332,158,860800
06037134422,"Census Tract 1344.22, Los Angeles County, California",Census Tract 1344.22,1546,1263,283,772400
06037134423,"Census Tract 1344.23, Los Angeles County, California",Census Tract 1344.23,1314,988,326,796200
06037134424,"Census Tract 1344.24, Los Angeles County, California",Census Tract 1344.24,1020,910,110,966200
06037134520,"Census Tract 1345.20, Los Angeles County, California",Census Tract 1345.20,1868,227,1641,387800
06037134521,"Census Tract 1345.21, Los Angeles County, California",Census Tract 1345.21,755,108,647,533700
06037134522,"Census Tract 1345.22, Los Angeles County, California",Census Tract 1345.22,1437,281,1156,434300
06037134710,"Census Tract 1347.10, Los Angeles County, California",Census Tract 1347.10,1599,257,1342,598500
06037134720,"Census Tract 1347.20, Los Angeles County, California",Census Tract 1347.20,1759,927,832,549900
06037134801,"Census Tract 1348.01, Los Angeles County, California",Census Tract 1348.01,1094,754,340,572300
06037134802,"Census Tract 1348.02, Los Angeles County, California",Census Tract 1348.02,812,594,218,533700
06037134901,"Census Tract 1349.01, Los Angeles County, California",Census Tract 1349.01,990,592,398,672600
06037134904,"Census Tract 1349.04, Los Angeles County, California",Census Tract 1349.04,1428,620,808,613500
06037134905,"Census Tract 1349.05, Los Angeles County, California",Census Tract 1349.05,2600,331,2269,594100
06037134906,"Census Tract 1349.06, Los Angeles County, California",Census Tract 1349.06,1131,0,1131,
06037134907,"Census Tract 1349.07, Los Angeles County, California",Census Tract 1349.07,1532,0,1532,
06037135102,"Census Tract 1351.02, Los Angeles County, California",Census Tract 1351.02,1214,1064,150,676600
06037135111,"Census Tract 1351.11, Los Angeles County, California",Census Tract 1351.11,1258,635,623,660100
06037135113,"Census Tract 1351.13, Los Angeles County, California",Census Tract 1351.13,1345,185,1160,339900
06037135115,"Census Tract 1351.15, Los Angeles County, California",Census Tract 1351.15,1455,282,1173,580600
06037135116,"Census Tract 1351.16, Los Angeles County, California",Census Tract 1351.16,1000,68,932,586500
06037135201,"Census Tract 1352.01, Los Angeles County, California",Census Tract 1352.01,876,696,180,719900
06037135202,"Census Tract 1352.02, Los Angeles County, California",Census Tract 1352.02,1445,1020,425,657500
06037135204,"Census Tract 1352.04, Los Angeles County, California",Census Tract 1352.04,1625,1416,209,658000
06037135205,"Census Tract 1352.05, Los Angeles County, California",Census Tract 1352.05,771,629,142,880800
06037137000,"Census Tract 1370, Los Angeles County, California",Census Tract 1370,1718,1341,377,927400
06037137103,"Census Tract 1371.03, Los Angeles County, California",Census Tract 1371.03,2399,1164,1235,468900
06037137104,"Census Tract 1371.04, Los Angeles County, California",Census Tract 1371.04,940,803,137,761100
06037137202,"Census Tract 1372.02, Los Angeles County, California",Census Tract 1372.02,1334,437,897,817800
06037137203,"Census Tract 1372.03, Los Angeles County, California",Census Tract 1372.03,849,528,321,824000
06037137301,"Census Tract 1373.01, Los Angeles County, California",Census Tract 1373.01,710,686,24,966900
06037137302,"Census Tract 1373.02, Los Angeles County, California",Census Tract 1373.02,1541,1389,152,970000
06037137401,"Census Tract 1374.01, Los Angeles County, California",Census Tract 1374.01,1527,1001,526,867400
06037137402,"Census Tract 1374.02, Los Angeles County, California",Census Tract 1374.02,2077,1437,640,977500
06037137501,"Census Tract 1375.01, Los Angeles County, California",Census Tract 1375.01,1997,731,1266,1270300
06037137502,"Census Tract 1375.02, Los Angeles County, California",Census Tract 1375.02,1719,1254,465,863800
06037137504,"Census Tract 1375.04, Los Angeles County, California",Census Tract 1375.04,675,603,72,1467400
06037138000,"Census Tract 1380, Los Angeles County, California",Census Tract 1380,1774,1455,319,901000
06037139001,"Census Tract 1390.01, Los Angeles County, California",Census Tract 1390.01,2222,1128,1094,770400
06037139200,"Census Tract 1392, Los Angeles County, California",Census Tract 1392,2193,1183,1010,671500
06037139301,"Census Tract 1393.01, Los Angeles County, California",Census Tract 1393.01,1503,1319,184,910600
06037139302,"Census Tract 1393.02, Los Angeles County, California",Census Tract 1393.02,1907,410,1497,313900
06037139303,"Census Tract 1393.03, Los Angeles County, California",Census Tract 1393.03,2144,561,1583,418900
06037139401,"Census Tract 1394.01, Los Angeles County, California",Census Tract 1394.01,1139,331,808,853000
06037139402,"Census Tract 1394.02, Los Angeles County, California",Census Tract 1394.02,936,824,112,1511500
06037139502,"Census Tract 1395.02, Los Angeles County, California",Census Tract 1395.02,1110,677,433,904900
06037139504,"Census Tract 1395.04, Los Angeles County, California",Census Tract 1395.04,1756,442,1314,562500
06037139505,"Census Tract 1395.05, Los Angeles County, California",Census Tract 1395.05,1544,359,1185,378800
06037139506,"Census Tract 1395.06, Los Angeles County, California",Census Tract 1395.06,1494,777,717,439400
06037139600,"Census Tract 1396, Los Angeles County, California",Census Tract 1396,2240,1425,815,1261900
06037139701,"Census Tract 1397.01, Los Angeles County, California",Census Tract 1397.01,2118,1595,523,1359600
06037139703,"Census Tract 1397.03, Los Angeles County, California",Census Tract 1397.03,851,765,86,1725900
06037139704,"Census Tract 1397.04, Los Angeles County, California",Census Tract 1397.04,975,794,181,1495300
06037139705,"Census Tract 1397.05, Los Angeles County, California",Census Tract 1397.05,1284,1252,32,1738200
06037139801,"Census Tract 1398.01, Los Angeles County, California",Census Tract 1398.01,1232,1189,43,1287800
06037139802,"Census Tract 1398.02, Los Angeles County, California",Census Tract 1398.02,1380,1257,123,1254100
06037141101,"Census Tract 1411.01, Los Angeles County, California",Census Tract 1411.01,2229,574,1655,707700
06037141102,"Census Tract 1411.02, Los Angeles County, California",Census Tract 1411.02,1422,533,889,1085300
06037141201,"Census Tract 1412.01, Los Angeles County, California",Census Tract 1412.01,2079,358,1721,915200
06037141202,"Census Tract 1412.02, Los Angeles County, California",Census Tract 1412.02,1435,655,780,919500
06037141303,"Census Tract 1413.03, Los Angeles County, California",Census Tract 1413.03,1692,299,1393,551100
06037141304,"Census Tract 1413.04, Los Angeles County, California",Census Tract 1413.04,1522,722,800,1132600
06037141305,"Census Tract 1413.05, Los Angeles County, California",Census Tract 1413.05,1345,454,891,910900
06037141306,"Census Tract 1413.06, Los Angeles County, California",Census Tract 1413.06,1520,340,1180,973700
06037141400,"Census Tract 1414, Los Angeles County, California",Census Tract 1414,2028,1049,979,1229500
06037141500,"Census Tract 1415, Los Angeles County, California",Census Tract 1415,1100,1069,31,2000001
06037141600,"Census Tract 1416, Los Angeles County, California",Census Tract 1416,1758,1529,229,1395600
06037141700,"Census Tract 1417, Los Angeles County, California",Census Tract 1417,1179,1103,76,1580000
06037143101,"Census Tract 1431.01, Los Angeles County, California",Census Tract 1431.01,1086,684,402,1073800
06037143102,"Census Tract 1431.02, Los Angeles County, California",Census Tract 1431.02,1219,247,972,765100
06037143200,"Census Tract 1432, Los Angeles County, California",Census Tract 1432,2068,644,1424,854100
06037143301,"Census Tract 1433.01, Los Angeles County, California",Census Tract 1433.01,1555,335,1220,686600
06037143302,"Census Tract 1433.02, Los Angeles County, California",Census Tract 1433.02,1617,739,878,1210800
06037143401,"Census Tract 1434.01, Los Angeles County, California",Census Tract 1434.01,2289,1041,1248,939000
06037143402,"Census Tract 1434.02, Los Angeles County, California",Census Tract 1434.02,797,352,445,973400
06037143500,"Census Tract 1435, Los Angeles County, California",Census Tract 1435,2325,1152,1173,1218400
06037143602,"Census Tract 1436.02, Los Angeles County, California",Census Tract 1436.02,2213,1113,1100,899100
06037143603,"Census Tract 1436.03, Los Angeles County, California",Census Tract 1436.03,1322,413,909,767900
06037143605,"Census Tract 1436.05, Los Angeles County, California",Census Tract 1436.05,890,47,843,735000
06037143606,"Census Tract 1436.06, Los Angeles County, California",Census Tract 1436.06,975,36,939,676500
06037143700,"Census Tract 1437, Los Angeles County, California",Census Tract 1437,1725,1212,513,1537500
06037143801,"Census Tract 1438.01, Los Angeles County, California",Census Tract 1438.01,1352,799,553,1521400
06037143802,"Census Tract 1438.02, Los Angeles County, California",Census Tract 1438.02,1055,403,652,1641800
06037143901,"Census Tract 1439.01, Los Angeles County, California",Census Tract 1439.01,1599,1434,165,1800000
06037143902,"Census Tract 1439.02, Los Angeles County, California",Census Tract 1439.02,1362,741,621,1475000
06037181000,"Census Tract 1810, Los Angeles County, California",Census Tract 1810,2234,1512,722,976700
06037181300,"Census Tract 1813, Los Angeles County, California",Census Tract 1813,1281,866,415,897000
06037181400,"Census Tract 1814, Los Angeles County, California",Census Tract 1814,1663,544,1119,812900
06037181500,"Census Tract 1815, Los Angeles County, California",Census Tract 1815,1398,998,400,858800
06037181600,"Census Tract 1816, Los Angeles County, California",Census Tract 1816,1051,466,585,944400
06037183101,"Census Tract 1831.01, Los Angeles County, California",Census Tract 1831.01,1095,611,484,710000
06037183103,"Census Tract 1831.03, Los Angeles County, California",Census Tract 1831.03,1647,362,1285,720800
06037183104,"Census Tract 1831.04, Los Angeles County, California",Census Tract 1831.04,726,479,247,791400
06037183220,"Census Tract 1832.20, Los Angeles County, California",Census Tract 1832.20,1051,565,486,663200
06037183221,"Census Tract 1832.21, Los Angeles County, California",Census Tract 1832.21,1116,608,508,840100
06037183222,"Census Tract 1832.22, Los Angeles County, California",Census Tract 1832.22,1553,924,629,829400
06037183300,"Census Tract 1833, Los Angeles County, California",Census Tract 1833,1107,457,650,745300
06037183401,"Census Tract 1834.01, Los Angeles County, California",Census Tract 1834.01,827,421,406,768400
06037183402,"Census Tract 1834.02, Los Angeles County, California",Census Tract 1834.02,1037,210,827,846900
06037183510,"Census Tract 1835.10, Los Angeles County, California",Census Tract 1835.10,790,592,198,791500
06037183520,"Census Tract 1835.20, Los Angeles County, California",Census Tract 1835.20,1215,431,784,724900
06037183610,"Census Tract 1836.10, Los Angeles County, California",Census Tract 1836.10,963,296,667,728300
06037183620,"Census Tract 1836.20, Los Angeles County, California",Census Tract 1836.20,1021,470,551,830200
06037183701,"Census Tract 1837.01, Los Angeles County, California",Census Tract 1837.01,1311,459,852,480400
06037183702,"Census Tract 1837.02, Los Angeles County, California",Census Tract 1837.02,1100,526,574,958300
06037183810,"Census Tract 1838.10, Los Angeles County, California",Census Tract 1838.10,1459,263,1196,771800
06037183820,"Census Tract 1838.20, Los Angeles County, California",Census Tract 1838.20,1208,167,1041,799700
06037185101,"Census Tract 1851.01, Los Angeles County, California",Census Tract 1851.01,951,259,692,785900
06037185102,"Census Tract 1851.02, Los Angeles County, California",Census Tract 1851.02,1386,1066,320,974400
06037185202,"Census Tract 1852.02, Los Angeles County, California",Census Tract 1852.02,1481,769,712,944200
