"FIPS","Name of Area","Qualifying Name","Nation","State","County","Census Tract","Total Population","Not Hispanic or Latino","Not Hispanic or Latino: White Alone","Not Hispanic or Latino: Black or African American Alone","Not Hispanic or Latino: American Indian and Alaska Native Alone","Not Hispanic or Latino: Asian Alone","Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Not Hispanic or Latino: Some Other Race Alone","Not Hispanic or Latino: Two or More Races","Hispanic or Latino","Hispanic or Latino: White Alone","Hispanic or Latino: Black or African American Alone","Hispanic or Latino: American Indian and Alaska Native Alone","Hispanic or Latino: Asian Alone","Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Hispanic or Latino: Some Other Race Alone","Hispanic or Latino: Two or More Races","Total Population","Housing Units","Housing Units","Housing Units: Occupied","Housing Units: Vacant","Average Commute to Work (in Min)","Owner-Occupied Housing Units: Median Value [Dollars adjusted for inflation to match value in 2021]","Occupied Housing Units","Occupied Housing Units: Owner Occupied","Occupied Housing Units: Renter Occupied"
Geo_FIPS,Geo_NAME,Geo_QName,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T013_009,SE_T013_010,SE_T013_011,SE_T013_012,SE_T013_013,SE_T013_014,SE_T013_015,SE_T013_016,SE_T013_017,SE_T001_001,SE_T155_001,SE_T157_001,SE_T157_002,SE_T157_003,SE_T198_001,SE_T163_001,SE_T156_001,SE_T156_002,SE_T156_003
"06037431001","Census Tract 4310.01","Census Tract 4310.01, Los Angeles County, California","00","06","037","431001",7333,4174,3041,561,40,331,3,12,186,3159,1528,24,45,11,6,1337,208,7333,2871,2871,2736,135,27,290624.67158283,2736,834,1902
"06037431002","Census Tract 4310.02","Census Tract 4310.02, Los Angeles County, California","00","06","037","431002",2949.041,2316.763,1851.44,153.089,10.93558,231.7065,0,3.97787,65.61404,632.2778,351.9266,1.98979,0.9940399,0.9940399,0,222.6906,53.68271,2949.04117925777,1296.49937310502,1296.49937310502,1263.68066477075,32.8187083342637,30,336488.332254177,1263.68066477075,791.418224361381,472.262440409373
"06037431100","Census Tract 4311","Census Tract 4311, Los Angeles County, California","00","06","037","431100",6964.002,3054.001,1142.001,1370,10.00001,405.0002,4.000005,14.00001,109.0001,3910.001,1589,36,48.00001,7,1.504072E-06,2034.001,196.0001,6964.0023664063,2043.00085431278,2043.00085431278,1997.00081520692,46.000039105867,27,255628.907947968,1997.00081520692,838.000409608888,1159.00040559803
"06037431200","Census Tract 4312","Census Tract 4312, Los Angeles County, California","00","06","037","431200",6237.473,2128.308,907.5819,906.5643,16.95541,193.4824,1.994639,7.980025,93.74886,4109.165,1429.249,32.91171,48.87208,2.993427,4.986924,2343.805,246.3474,6237.47252800714,1478.08927699434,1478.08927699434,1444.17829079544,33.9109861989073,29,230384.271488148,1444.17829079544,1091.10530221387,353.072988581565
"06037431300","Census Tract 4313","Census Tract 4313, Los Angeles County, California","00","06","037","431300",2522,1838,1419,71,10,255,4,5,74,684,323,3,11,4,0,299,44,2522,880,880,869,11,26,322704.906845779,869,597,272
"06037431400","Census Tract 4314","Census Tract 4314, Los Angeles County, California","00","06","037","431400",3646.064,2687.958,1728.367,52.72961,7.960586,795.4158,2.984589,7.961878,92.5383,958.1056,489.5063,5.969645,16.91173,3.980589,1.989532,362.1531,77.59471,3646.06358861091,1430.89033745542,1430.89033745542,1349.31152922143,81.57880823399,33,289974.991542019,1349.31152922143,1098.51885810107,250.792671120363
"06037431501","Census Tract 4315.01","Census Tract 4315.01, Los Angeles County, California","00","06","037","431501",3899.885,2691.201,1554.356,37.78597,7.463895,1009.492,3.265454,5.597921,73.23947,1208.684,642.3615,5.131428,13.06182,6.530908,1.865974,481.8877,57.84519,3899.88513615883,1391.54992358395,1391.54992358395,1359.82836984486,31.721553739091,31,298522.971660555,1359.82836984486,878.407142510416,481.421227334439
"06037431502","Census Tract 4315.02","Census Tract 4315.02, Los Angeles County, California","00","06","037","431502",4442.46,3065.616,1770.607,43.04297,8.502316,1149.938,3.719763,6.376737,83.42897,1376.844,731.7305,5.845342,14.87905,7.439526,2.125579,548.9308,65.89295,4442.45991349977,1585.15046913515,1585.15046913515,1549.01562773347,36.1348414016728,31,298522.971660555,1549.01562773347,1000.61626999044,548.399357743034
"06037431600","Census Tract 4316","Census Tract 4316, Los Angeles County, California","00","06","037","431600",3696.115,3396.74,1235.626,11.13676,4.027014,2014.654,0.01181867,9.020261,122.2651,299.3746,187.3249,3.018572,4.047275,5.023637,0.006753523,86.7441,13.20936,3696.11486384117,1248.03644005242,1248.03644005242,1196.92163015514,51.1148098972727,33,667292.176005733,1196.92163015514,988.179221125947,208.742409029197
"06037431700","Census Tract 4317","Census Tract 4317, Los Angeles County, California","00","06","037","431700",6432,6069,2195,55,0,3661,4,7,147,363,206,0,7,5,3,106,36,6432,2215,2215,2118,97,32,679929.324071706,2118,1581,537
"06037431800","Census Tract 4318","Census Tract 4318, Los Angeles County, California","00","06","037","431800",5132,4465,2184,44,7,2118,7,8,97,667,402,2,14,0,0,213,36,5132,1844,1844,1779,65,28,359925.962003069,1779,1161,618
"06037431900","Census Tract 4319","Census Tract 4319, Los Angeles County, California","00","06","037","431900",3440,2810,1401,35,10,1266,2,7,89,630,317,7,7,17,1,244,37,3440,1398,1398,1339,59,29,370503.711008024,1339,642,697
"06037432000","Census Tract 4320","Census Tract 4320, Los Angeles County, California","00","06","037","432000",7370,6268,3228,60,7,2835,1,12,125,1102,595,1,9,13,0,387,97,7370,2513,2513,2453,60,31,381647.816683459,2453,1654,799
"06037432101","Census Tract 4321.01","Census Tract 4321.01, Los Angeles County, California","00","06","037","432101",4035,3099,1435,39,3,1525,0,6,91,936,540,4,21,9,2,290,70,4035,1373,1373,1325,48,34,340768.457695679,1325,941,384
"06037432102","Census Tract 4321.02","Census Tract 4321.02, Los Angeles County, California","00","06","037","432102",5406.993,4224.724,1956.558,27.17272,6.070362,2119.491,2.005736,1.018177,112.4077,1182.27,629.0062,1.041676,10.13156,24.0596,4.000653,421.5893,92.44088,5406.99349645465,1805.19129095496,1805.19129095496,1749.04443642484,56.1468545301233,29,382101.742931091,1749.04443642484,1325.14809477354,423.896341651298
"06037432201","Census Tract 4322.01","Census Tract 4322.01, Los Angeles County, California","00","06","037","432201",4180.667,2855.794,746.3443,18.25316,10.16036,2025.732,5.074265,2.091232,48.13823,1324.873,751.1613,7.094505,14.43748,2.067568,1.033784,485.8353,63.24271,4180.66656210299,1262.11662748221,1262.11662748221,1214.52265851753,47.5939689646752,25,299782.079438392,1214.52265851753,709.855813732068,504.666844785463
"06037432202","Census Tract 4322.02","Census Tract 4322.02, Los Angeles County, California","00","06","037","432202",4045.708,2563.003,577.5366,29.51635,11.80654,1872.32,0.9838783,2.951635,67.8876,1482.705,630.666,6.887148,19.67757,9.838783,0,747.7475,67.8876,4045.70761467841,1169.83131173459,1169.83131173459,1147.20211058245,22.6292011521409,26,285685.440496349,1147.20211058245,665.101738210751,482.100372371698
"06037432300","Census Tract 4323","Census Tract 4323, Los Angeles County, California","00","06","037","432300",3951.898,1874.952,713.9816,18.99951,14.99961,1071.972,5.999845,8.999768,39.99897,2076.946,875.9774,7.999794,50.99869,6.99982,1.999948,1019.974,112.9971,3951.89813021111,1153.97025360921,1153.97025360921,1135.97071759105,17.999536018168,31,249462.212549865,1135.97071759105,737.980976744888,397.989740846159
"06037432401","Census Tract 4324.01","Census Tract 4324.01, Los Angeles County, California","00","06","037","432401",3655.767,1500.882,415.4982,33.01408,14.01055,1013.318,1.002561,1.004249,23.03445,2154.885,1037.342,15.99543,19.03095,4.002231,0.002530966,979.4673,99.04436,3655.76658016631,959.530771462921,959.530771462921,934.508074736711,25.0226967262106,32,261376.421041448,934.508074736711,453.367293367241,481.140781369469
"06037432402","Census Tract 4324.02","Census Tract 4324.02, Los Angeles County, California","00","06","037","432402",6368,2128,573,56,7,1406,1,8,77,4240,1772,13,47,11,3,2196,198,6368,1671,1671,1626,45,27,253484.110253622,1626,589,1037
"06037432500","Census Tract 4325","Census Tract 4325, Los Angeles County, California","00","06","037","432500",7576.637,3481.989,1566.155,63.99302,37.98226,1692.878,6.997554,10.99629,102.9865,4094.648,1772.546,4.007129,90.94816,8.999695,5.996857,2015.217,196.933,7576.63670961064,2147.80156802974,2147.80156802974,2070.82619074525,76.9753772844892,27,251287.814712289,2070.82619074525,1290.86449477813,779.961695967121
"06037432601","Census Tract 4326.01","Census Tract 4326.01, Los Angeles County, California","00","06","037","432601",6506,2381,616,32,29,1637,5,4,58,4125,1560,16,55,7,2,2302,183,6506,1590,1590,1544,46,29,246862.000705744,1544,835,709
"06037432602","Census Tract 4326.02","Census Tract 4326.02, Los Angeles County, California","00","06","037","432602",4481.729,1972.118,492.2925,22.60026,11.79144,1386.477,0,1.96524,56.99195,2509.611,935.4541,1.96524,23.58288,16.70454,0,1405.146,126.758,4481.72914064163,1074.98611704932,1074.98611704932,1041.5770421136,33.4090749357192,29,263666.135811246,1041.5770421136,644.598622289171,396.978419824428
"06037432700","Census Tract 4327","Census Tract 4327, Los Angeles County, California","00","06","037","432700",5301,983,262,4,18,651,2,5,41,4318,1995,8,49,5,6,1992,263,5301,1215,1215,1193,22,25,247822.223960453,1193,601,592
"06037432801","Census Tract 4328.01","Census Tract 4328.01, Los Angeles County, California","00","06","037","432801",2129,390,119,11,9,219,2,4,26,1739,805,12,41,2,7,786,86,2129,558,558,548,10,26,198705.942562602,548,211,337
"06037432802","Census Tract 4328.02","Census Tract 4328.02, Los Angeles County, California","00","06","037","432802",6542.318,1306.373,262.5115,47.13688,17.08555,924.9889,2,6.034221,46.61598,5235.945,1939.567,14.06844,51.53042,5.102663,0.01711046,3003.154,222.5057,6542.31812962533,1509.97165586829,1509.97165586829,1471.4583419528,38.5133139154841,27,243211.783617224,1471.4583419528,246.146505062735,1225.31183689007
"06037432901","Census Tract 4329.01","Census Tract 4329.01, Los Angeles County, California","00","06","037","432901",4347,2718,403,27,16,2215,1,1,55,1629,682,23,21,2,0,816,85,4347,1229,1229,1201,28,27,306024.173482883,1201,553,648
"06037432902","Census Tract 4329.02","Census Tract 4329.02, Los Angeles County, California","00","06","037","432902",3175.739,1858.49,431.2247,7.858308,4.911443,1377.169,0,1.964577,35.36239,1317.249,664.027,3.929154,30.45094,5.893731,0.9822885,525.5244,86.44139,3175.73877665744,859.502452698813,859.502452698813,830.033797177711,29.4686555211022,29,282679.473404556,830.033797177711,582.497090800453,247.536706377258
"06037433101","Census Tract 4331.01","Census Tract 4331.01, Los Angeles County, California","00","06","037","433101",2407.446,888.1288,116.3625,2.830439,4.402905,732.7692,3.144932,4.402905,24.21598,1519.317,588.7313,5.346385,34.27976,3.459425,0,808.8766,78.6233,2407.44559008153,568.603739629968,568.603739629968,556.024010877093,12.5797287528754,24,240828.606282277,556.024010877093,228.951063302332,327.07294757476
"06037433102","Census Tract 4331.02","Census Tract 4331.02, Los Angeles County, California","00","06","037","433102",5245.181,1934.996,253.5228,6.166771,9.592755,1596.508,6.851968,9.592755,52.76015,3310.186,1282.688,11.64834,74.68645,7.537164,0,1762.326,171.2992,5245.18117212737,1238.8357360165,1238.8357360165,1211.42786575064,27.4078702658517,24,240828.606282277,1211.42786575064,498.823238838501,712.604626912144
"06037433200","Census Tract 4332","Census Tract 4332, Los Angeles County, California","00","06","037","433200",6287,1669,426,56,26,1088,17,2,54,4618,2047,9,27,5,9,2332,189,6287,1583,1583,1537,46,26,244431.977383353,1537,609,928
"06037433302","Census Tract 4333.02","Census Tract 4333.02, Los Angeles County, California","00","06","037","433302",1409,225,116,5,2,91,0,0,11,1184,371,2,6,3,0,748,54,1409,400,400,380,20,23,15186.774579062,380,121,259
"06037433304","Census Tract 4333.04","Census Tract 4333.04, Los Angeles County, California","00","06","037","433304",5013,1307.434,197.6703,34.11569,21.57316,992.867,3.010208,2.508507,55.68885,3705.566,1358.607,18.06125,57.19396,11.53913,1.003403,2091.593,167.5683,5013,1189.53392714171,1189.53392714171,1168.96417133707,20.5697558046437,30,215126.103661661,1168.96417133707,261.888110488391,907.076060848679
"06037433305","Census Tract 4333.05","Census Tract 4333.05, Los Angeles County, California","00","06","037","433305",4979,1298.566,196.3297,33.88431,21.42684,986.133,2.989792,2.491493,55.31115,3680.434,1349.393,17.93875,56.80604,11.46087,0.9965973,2077.407,166.4317,4979,1181.46607285829,1181.46607285829,1161.03582866293,20.4302441953563,30,215126.103661661,1161.03582866293,260.111889511609,900.923939151321
"06037433306","Census Tract 4333.06","Census Tract 4333.06, Los Angeles County, California","00","06","037","433306",3756,1190.299,150.8049,48.41896,3.026185,940.6392,3.530549,4.539278,39.34041,2565.701,872.55,9.582919,40.34913,4.034913,0.5043642,1515.614,123.0649,3756,803.452128373842,803.452128373842,785.799382301599,17.6527460722439,30,211849.983030352,785.799382301599,331.367261984692,454.432120316906
"06037433307","Census Tract 4333.07","Census Tract 4333.07, Los Angeles County, California","00","06","037","433307",3581.421,1134.974,143.7955,46.16845,2.885528,896.9183,3.366449,4.328292,37.51186,2446.447,831.9939,9.137505,38.47371,3.847371,0.4809213,1445.169,117.3448,3581.42118757758,766.107687902657,766.107687902657,749.275441150244,16.8322467524124,30,211849.983030352,749.275441150244,315.96531760957,433.310123540674
"06037433401","Census Tract 4334.01","Census Tract 4334.01, Los Angeles County, California","00","06","037","433401",3600,891,123,0,2,733,7,10,16,2709,998,25,32,1,6,1527,120,3600,744,744,732,12,29,249593.258528291,732,284,448
"06037433402","Census Tract 4334.02","Census Tract 4334.02, Los Angeles County, California","00","06","037","433402",4882,1073,212,14,13,790,4,3,37,3809,1399,14,70,3,5,2100,218,4882,1086,1086,1050,36,23,228142.076877906,1050,253,797
"06037433403","Census Tract 4334.03","Census Tract 4334.03, Los Angeles County, California","00","06","037","433403",5130,806,269,33,12,448,6,4,34,4324,1582,3,74,5,4,2479,177,5130,1223,1223,1193,30,22,230483.89844254,1193,230,963
"06037433501","Census Tract 4335.01","Census Tract 4335.01, Los Angeles County, California","00","06","037","433501",2109.676,181.467,92.18914,0,4.85206,73.75131,0,3.881648,6.792884,1928.209,787.0041,0,33.96442,5.822472,0.970412,985.9386,114.5086,2109.67569835248,508.495890495262,508.495890495262,487.146826390499,21.3490641047629,26,180890.325791465,487.146826390499,132.946444652387,354.200381738112
"06037433503","Census Tract 4335.03","Census Tract 4335.03, Los Angeles County, California","00","06","037","433503",3179,537.577,99.45175,5.37577,8.447639,414.3183,0.3839836,0.3839836,9.215606,2641.423,1017.94,0,52.22177,4.991786,0.7679671,1436.099,129.4025,3179,635.876796714579,635.876796714579,625.125256673511,10.7515400410678,26,228914.517313212,625.125256673511,164.728952772074,460.396303901437
"06037433504","Census Tract 4335.04","Census Tract 4335.04, Los Angeles County, California","00","06","037","433504",5100,862.423,159.5483,8.62423,13.55236,664.6817,0.6160164,0.6160164,14.78439,4237.577,1633.06,0,83.77823,8.008214,1.232033,2303.901,207.5975,5100,1020.12320328542,1020.12320328542,1002.87474332649,17.2484599589322,26,228914.517313212,1002.87474332649,264.271047227926,738.603696098563
"06037433601","Census Tract 4336.01","Census Tract 4336.01, Los Angeles County, California","00","06","037","433601",4932.821,3210.672,322.088,17.00214,5.00333,2806.554,0.002378347,4.00333,56.01831,1722.149,832.4452,7.004043,37.02592,26.00262,0,753.6117,66.05946,4932.82062465924,1269.43000514486,1269.43000514486,1238.4204917567,31.0095133881606,27,295344.836247464,1238.4204917567,731.173143664524,507.247348092176
"06037433602","Census Tract 4336.02","Census Tract 4336.02, Los Angeles County, California","00","06","037","433602",2868.877,1559.737,172.8376,0.0006497085,2.148951,1335.417,0.0007218983,1.119363,48.21267,1309.14,653.131,5.001227,30.04345,7.178322,0.029588,566.2471,47.50943,2868.87691477938,738.634628713413,738.634628713413,725.980805225064,12.6538234883494,26,248373.085128983,725.980805225064,333.106109542256,392.874695682807
"06037433700","Census Tract 4337","Census Tract 4337, Los Angeles County, California","00","06","037","433700",3332,455,230,8,13,184,7,1,12,2877,1385,10,28,7,1,1326,120,3332,819,819,797,22,25,230313.399906847,797,577,220
"06037433801","Census Tract 4338.01","Census Tract 4338.01, Los Angeles County, California","00","06","037","433801",6263,545,209,6,7,288,2,4,29,5718,2100,32,127,2,2,3097,358,6263,1310,1310,1282,28,25,237038.755194097,1282,452,830
"06037433802","Census Tract 4338.02","Census Tract 4338.02, Los Angeles County, California","00","06","037","433802",2864.735,606.9438,176.9836,3.99963,14.99861,389.9639,2.999722,0,17.99833,2257.791,1004.907,6.999352,22.99787,10.99898,7.999259,1111.897,91.99148,2864.73475851148,656.939174988496,656.939174988496,646.940100787758,9.99907420073815,28,251394.283242763,646.940100787758,530.950840059196,115.989260728563
"06037433901","Census Tract 4339.01","Census Tract 4339.01, Los Angeles County, California","00","06","037","433901",5779,1219,249,33,8,904,1,4,20,4560,1793,13,53,4,0,2472,225,5779,1251,1251,1210,41,25,245205.420568579,1210,233,977
"06037433902","Census Tract 4339.02","Census Tract 4339.02, Los Angeles County, California","00","06","037","433902",3980,536,253,1,9,251,4,5,13,3444,1427,3,54,5,1,1815,139,3980,919,919,902,17,27,248107.856682498,902,477,425
"06037434001","Census Tract 4340.01","Census Tract 4340.01, Los Angeles County, California","00","06","037","434001",4727,513,291,27,7,163,3,2,20,4214,1405,10,83,2,0,2502,212,4727,1015,1015,994,21,23,97706.1570325427,994,669,325
"06037434003","Census Tract 4340.03","Census Tract 4340.03, Los Angeles County, California","00","06","037","434003",4532.636,531.1355,236.7929,5.395281,11.98951,242.7877,1.198951,4.19633,28.77483,4001.5,1644.362,4.795806,46.15963,4.795806,0.5994757,2133.534,167.2537,4532.63589708961,991.532836104512,991.532836104512,958.56167166331,32.971164441202,26,238853.729328548,958.56167166331,495.766418052256,462.795253611054
"06037434004","Census Tract 4340.04","Census Tract 4340.04, Los Angeles County, California","00","06","037","434004",2958.06,346.6514,154.5368,3.521089,7.825208,158.4685,0.7826597,2.738337,18.77883,2611.409,1073.13,3.130176,30.12383,3.130546,0.3919316,1392.352,109.1508,2958.06019131949,647.090695004948,647.090695004948,625.574265669024,21.5164293359241,26,238855.679578367,625.574265669024,323.564094937526,302.010170731497
