FIPS,Qualifying Name,Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: American Indian and Alaska Native Alone,% Total Population: Asian Alone,% Total Population: Native Hawaiian and Other Pacific Islander Alone,% Total Population: Some Other Race Alone,% Total Population: Two or More Races,Average Commute to Work (In Min),Median Household Income (In 2021 Inflation Adjusted Dollars)
6037401202,"Census Tract 4012.02, Los Angeles County, California",4790,4790,2979,58,69,647,0,439,598,62.19,1.21,1.44,13.51,0,9.16,12.48,39,95486
6037401203,"Census Tract 4012.03, Los Angeles County, California",5169,5169,2700,142,46,632,0,806,843,52.23,2.75,0.89,12.23,0,15.59,16.31,35,94012
6037401303,"Census Tract 4013.03, Los Angeles County, California",2209,2209,1164,45,111,531,0,162,196,52.69,2.04,5.02,24.04,0,7.33,8.87,39,131458
6037401304,"Census Tract 4013.04, Los Angeles County, California",5500,5500,2699,126,12,1153,0,445,1065,49.07,2.29,0.22,20.96,0,8.09,19.36,32,138949
6037401311,"Census Tract 4013.11, Los Angeles County, California",6929,6929,4503,376,73,528,0,361,1088,64.99,5.43,1.05,7.62,0,5.21,15.7,32,94940
6037401312,"Census Tract 4013.12, Los Angeles County, California",4937,4937,2777,130,1,1089,0,293,647,56.25,2.63,0.02,22.06,0,5.93,13.11,34,73500
6037401500,"Census Tract 4015, Los Angeles County, California",5876,5876,3058,236,16,536,8,784,1238,52.04,4.02,0.27,9.12,0.14,13.34,21.07,25,84698
6037401601,"Census Tract 4016.01, Los Angeles County, California",5368,5368,4031,118,40,467,0,315,397,75.09,2.2,0.75,8.7,0,5.87,7.4,29,87375
6037401602,"Census Tract 4016.02, Los Angeles County, California",6088,6088,3978,355,45,403,0,630,677,65.34,5.83,0.74,6.62,0,10.35,11.12,31,75104
6037401705,"Census Tract 4017.05, Los Angeles County, California",2946,2946,1808,188,35,181,9,243,482,61.37,6.38,1.19,6.14,0.31,8.25,16.36,34,120694
6037401706,"Census Tract 4017.06, Los Angeles County, California",4221,4221,1510,181,10,596,0,1217,707,35.77,4.29,0.24,14.12,0,28.83,16.75,33,67228
6037401707,"Census Tract 4017.07, Los Angeles County, California",8464,8464,3566,346,145,1335,0,2301,771,42.13,4.09,1.71,15.77,0,27.19,9.11,30,62446
6037401801,"Census Tract 4018.01, Los Angeles County, California",4547,4547,2864,79,4,966,8,94,532,62.99,1.74,0.09,21.24,0.18,2.07,11.7,27,140478
6037401802,"Census Tract 4018.02, Los Angeles County, California",3718,3718,1507,289,16,337,0,154,1415,40.53,7.77,0.43,9.06,0,4.14,38.06,30,132188
6037401901,"Census Tract 4019.01, Los Angeles County, California",3752,3752,1825,247,10,1012,16,246,396,48.64,6.58,0.27,26.97,0.43,6.56,10.55,12,75313
6037401902,"Census Tract 4019.02, Los Angeles County, California",6262,6262,4518,281,66,522,0,628,247,72.15,4.49,1.05,8.34,0,10.03,3.94,31,92909
6037402001,"Census Tract 4020.01, Los Angeles County, California",3777,3777,1694,532,0,663,0,249,639,44.85,14.09,0,17.55,0,6.59,16.92,29,89722
6037402002,"Census Tract 4020.02, Los Angeles County, California",4010,4010,2609,225,61,318,0,370,427,65.06,5.61,1.52,7.93,0,9.23,10.65,27,65675
6037402101,"Census Tract 4021.01, Los Angeles County, California",4978,4978,1192,383,92,496,0,1720,1095,23.95,7.69,1.85,9.96,0,34.55,22,29,78971
6037402102,"Census Tract 4021.02, Los Angeles County, California",4999,4999,1751,438,25,664,0,1618,503,35.03,8.76,0.5,13.28,0,32.37,10.06,28,85964
6037402200,"Census Tract 4022, Los Angeles County, California",6808,6808,2603,639,0,524,0,1757,1285,38.23,9.39,0,7.7,0,25.81,18.87,31,83300
6037402301,"Census Tract 4023.01, Los Angeles County, California",5275,5275,2300,65,252,224,5,1892,537,43.6,1.23,4.78,4.25,0.09,35.87,10.18,36,64563
6037402303,"Census Tract 4023.03, Los Angeles County, California",3941,3941,1476,62,84,218,0,1583,518,37.45,1.57,2.13,5.53,0,40.17,13.14,30,59074
6037402304,"Census Tract 4023.04, Los Angeles County, California",4435,4435,1242,77,199,251,24,2244,398,28,1.74,4.49,5.66,0.54,50.6,8.97,28,43477
6037402403,"Census Tract 4024.03, Los Angeles County, California",5703,5703,1814,266,200,662,0,2114,647,31.81,4.66,3.51,11.61,0,37.07,11.34,28,76081
6037402404,"Census Tract 4024.04, Los Angeles County, California",2513,2513,1256,198,38,614,0,185,222,49.98,7.88,1.51,24.43,0,7.36,8.83,14,
6037402405,"Census Tract 4024.05, Los Angeles County, California",2324,2324,940,212,152,47,0,778,195,40.45,9.12,6.54,2.02,0,33.48,8.39,35,74602
6037402406,"Census Tract 4024.06, Los Angeles County, California",4737,4737,1527,244,0,436,0,2056,474,32.24,5.15,0,9.2,0,43.4,10.01,38,52083
6037402501,"Census Tract 4025.01, Los Angeles County, California",5100,5100,2000,217,47,303,0,2328,205,39.22,4.25,0.92,5.94,0,45.65,4.02,30,49496
6037402503,"Census Tract 4025.03, Los Angeles County, California",4427,4427,1355,187,10,951,0,1757,167,30.61,4.22,0.23,21.48,0,39.69,3.77,27,61406
6037402504,"Census Tract 4025.04, Los Angeles County, California",2580,2580,599,229,124,519,0,1033,76,23.22,8.88,4.81,20.12,0,40.04,2.95,32,40175
6037402601,"Census Tract 4026.01, Los Angeles County, California",2941,2941,838,16,0,230,20,1204,633,28.49,0.54,0,7.82,0.68,40.94,21.52,36,55682
6037402602,"Census Tract 4026.02, Los Angeles County, California",4679,4679,2186,115,319,476,0,845,738,46.72,2.46,6.82,10.17,0,18.06,15.77,36,59523
6037402702,"Census Tract 4027.02, Los Angeles County, California",5424,5424,2698,394,339,154,0,1553,286,49.74,7.26,6.25,2.84,0,28.63,5.27,29,46569
6037402703,"Census Tract 4027.03, Los Angeles County, California",5674,5674,1299,947,16,467,34,1276,1635,22.89,16.69,0.28,8.23,0.6,22.49,28.82,34,69226
6037402705,"Census Tract 4027.05, Los Angeles County, California",3446,3446,1217,217,14,192,0,1406,400,35.32,6.3,0.41,5.57,0,40.8,11.61,31,86548
6037402706,"Census Tract 4027.06, Los Angeles County, California",3782,3782,1198,189,159,263,0,1334,639,31.68,5,4.2,6.95,0,35.27,16.9,27,88843
6037402801,"Census Tract 4028.01, Los Angeles County, California",4918,4918,1459,53,418,255,0,2417,316,29.67,1.08,8.5,5.19,0,49.15,6.43,26,53011
6037402803,"Census Tract 4028.03, Los Angeles County, California",3542,3542,1125,101,73,139,0,1519,585,31.76,2.85,2.06,3.92,0,42.89,16.52,31,70833
6037402804,"Census Tract 4028.04, Los Angeles County, California",4387,4387,831,176,152,271,10,2216,731,18.94,4.01,3.46,6.18,0.23,50.51,16.66,31,54833
6037402902,"Census Tract 4029.02, Los Angeles County, California",7282,7282,2304,248,171,819,0,2677,1063,31.64,3.41,2.35,11.25,0,36.76,14.6,30,65565
6037402903,"Census Tract 4029.03, Los Angeles County, California",3868,3868,1279,302,9,514,0,1497,267,33.07,7.81,0.23,13.29,0,38.7,6.9,33,66888
6037402904,"Census Tract 4029.04, Los Angeles County, California",3673,3673,1109,307,75,125,0,1554,503,30.19,8.36,2.04,3.4,0,42.31,13.69,33,67438
6037403000,"Census Tract 4030, Los Angeles County, California",7280,7280,2195,522,297,377,0,2789,1100,30.15,7.17,4.08,5.18,0,38.31,15.11,29,71848
6037403305,"Census Tract 4033.05, Los Angeles County, California",2216,2216,321,18,0,1692,0,51,134,14.49,0.81,0,76.35,0,2.3,6.05,37,123304
6037403316,"Census Tract 4033.16, Los Angeles County, California",7112,7112,2682,554,72,3161,0,225,418,37.71,7.79,1.01,44.45,0,3.16,5.88,38,85532
6037403317,"Census Tract 4033.17, Los Angeles County, California",5228,5228,1612,382,22,1719,0,570,923,30.83,7.31,0.42,32.88,0,10.9,17.65,37,102907
6037403318,"Census Tract 4033.18, Los Angeles County, California",5880,5880,2526,622,19,2118,0,185,410,42.96,10.58,0.32,36.02,0,3.15,6.97,33,93553
6037403319,"Census Tract 4033.19, Los Angeles County, California",4273,4273,843,240,18,2083,17,636,436,19.73,5.62,0.42,48.75,0.4,14.88,10.2,34,85132
6037403320,"Census Tract 4033.20, Los Angeles County, California",5301,5301,1004,179,0,3706,0,40,372,18.94,3.38,0,69.91,0,0.75,7.02,38,135714
6037403321,"Census Tract 4033.21, Los Angeles County, California",5407,5407,1707,143,0,2544,0,383,630,31.57,2.64,0,47.05,0,7.08,11.65,38,110839
6037403323,"Census Tract 4033.23, Los Angeles County, California",5524,5524,671,299,0,4003,36,308,207,12.15,5.41,0,72.47,0.65,5.58,3.75,32,86148
6037403324,"Census Tract 4033.24, Los Angeles County, California",7121,7121,948,455,82,5100,0,345,191,13.31,6.39,1.15,71.62,0,4.84,2.68,31,79142
6037403325,"Census Tract 4033.25, Los Angeles County, California",5103,5103,1252,72,0,3436,41,122,180,24.53,1.41,0,67.33,0.8,2.39,3.53,39,114292
6037403326,"Census Tract 4033.26, Los Angeles County, California",2346,2346,548,105,27,1349,4,146,167,23.36,4.48,1.15,57.5,0.17,6.22,7.12,33,95625
6037403327,"Census Tract 4033.27, Los Angeles County, California",2394,2394,1093,91,8,824,0,184,194,45.66,3.8,0.33,34.42,0,7.69,8.1,37,115536
6037403328,"Census Tract 4033.28, Los Angeles County, California",5742,5742,1615,53,14,3400,0,441,219,28.13,0.92,0.24,59.21,0,7.68,3.81,35,84688
6037403401,"Census Tract 4034.01, Los Angeles County, California",4893,4893,771,194,0,2958,0,362,608,15.76,3.96,0,60.45,0,7.4,12.43,39,118153
6037403402,"Census Tract 4034.02, Los Angeles County, California",3423,3423,582,85,85,2119,76,268,208,17,2.48,2.48,61.9,2.22,7.83,6.08,33,95000
6037403403,"Census Tract 4034.03, Los Angeles County, California",5181,5181,494,166,41,3568,31,579,302,9.53,3.2,0.79,68.87,0.6,11.18,5.83,33,140795
6037403404,"Census Tract 4034.04, Los Angeles County, California",2282,2282,507,167,0,1485,0,26,97,22.22,7.32,0,65.07,0,1.14,4.25,29,99677
6037403407,"Census Tract 4034.07, Los Angeles County, California",2205,2205,328,104,0,1721,0,52,0,14.88,4.72,0,78.05,0,2.36,0,34,154659
6037403408,"Census Tract 4034.08, Los Angeles County, California",6354,6354,879,162,0,4653,12,223,425,13.83,2.55,0,73.23,0.19,3.51,6.69,41,120292
6037403409,"Census Tract 4034.09, Los Angeles County, California",4303,4303,1157,13,38,2271,51,418,355,26.89,0.3,0.88,52.78,1.19,9.71,8.25,36,122167
6037403500,"Census Tract 4035, Los Angeles County, California",1518,1518,523,91,0,496,0,121,287,34.45,5.99,0,32.67,0,7.97,18.91,37,107083
6037403601,"Census Tract 4036.01, Los Angeles County, California",7557,7557,2440,228,444,1132,0,2371,942,32.29,3.02,5.88,14.98,0,31.37,12.47,39,100128
6037403702,"Census Tract 4037.02, Los Angeles County, California",4353,4353,2472,86,0,747,7,213,828,56.79,1.98,0,17.16,0.16,4.89,19.02,31,114261
6037403703,"Census Tract 4037.03, Los Angeles County, California",4765,4765,2378,170,28,749,0,810,630,49.91,3.57,0.59,15.72,0,17,13.22,34,116154
6037403721,"Census Tract 4037.21, Los Angeles County, California",5430,5430,2737,454,108,589,0,702,840,50.41,8.36,1.99,10.85,0,12.93,15.47,36,70956
6037403722,"Census Tract 4037.22, Los Angeles County, California",5558,5558,2779,252,68,606,10,1303,540,50,4.53,1.22,10.9,0.18,23.44,9.72,35,66136
6037403801,"Census Tract 4038.01, Los Angeles County, California",5947,5947,2520,469,328,1021,13,865,731,42.37,7.89,5.52,17.17,0.22,14.55,12.29,33,80977
6037403802,"Census Tract 4038.02, Los Angeles County, California",6681,6681,4016,264,26,649,110,1074,542,60.11,3.95,0.39,9.71,1.65,16.08,8.11,34,76585
6037403901,"Census Tract 4039.01, Los Angeles County, California",2955,2955,2148,33,44,295,12,131,292,72.69,1.12,1.49,9.98,0.41,4.43,9.88,37,87279
6037403902,"Census Tract 4039.02, Los Angeles County, California",5268,5268,2985,204,70,569,0,907,533,56.66,3.87,1.33,10.8,0,17.22,10.12,32,79813
6037404000,"Census Tract 4040, Los Angeles County, California",4561,4561,1939,119,58,552,0,1121,772,42.51,2.61,1.27,12.1,0,24.58,16.93,34,100694
6037404100,"Census Tract 4041, Los Angeles County, California",6076,6076,2800,79,9,496,0,2132,560,46.08,1.3,0.15,8.16,0,35.09,9.22,31,64496
6037404201,"Census Tract 4042.01, Los Angeles County, California",3341,3341,1809,103,43,345,0,599,442,54.15,3.08,1.29,10.33,0,17.93,13.23,33,66071
6037404203,"Census Tract 4042.03, Los Angeles County, California",4391,4391,2367,231,40,483,5,800,465,53.91,5.26,0.91,11,0.11,18.22,10.59,25,68969
6037404301,"Census Tract 4043.01, Los Angeles County, California",5631,5631,2675,172,61,160,0,1927,636,47.5,3.05,1.08,2.84,0,34.22,11.29,28,57723
6037404302,"Census Tract 4043.02, Los Angeles County, California",2146,2146,1044,5,0,141,0,680,276,48.65,0.23,0,6.57,0,31.69,12.86,30,72578
6037404401,"Census Tract 4044.01, Los Angeles County, California",3779,3779,1767,47,128,110,4,954,769,46.76,1.24,3.39,2.91,0.11,25.24,20.35,26,76384
6037404402,"Census Tract 4044.02, Los Angeles County, California",4685,4685,1899,118,50,628,0,852,1138,40.53,2.52,1.07,13.4,0,18.19,24.29,32,77963
6037404501,"Census Tract 4045.01, Los Angeles County, California",2989,2989,947,5,88,222,0,1211,516,31.68,0.17,2.94,7.43,0,40.52,17.26,29,61000
6037404503,"Census Tract 4045.03, Los Angeles County, California",2812,2812,891,129,7,479,24,668,614,31.69,4.59,0.25,17.03,0.85,23.76,21.83,34,79524
6037404504,"Census Tract 4045.04, Los Angeles County, California",5026,5026,2027,150,169,697,0,1423,560,40.33,2.98,3.36,13.87,0,28.31,11.14,27,62050
6037404600,"Census Tract 4046, Los Angeles County, California",1359,1359,683,0,10,8,5,394,259,50.26,0,0.74,0.59,0.37,28.99,19.06,28,96250
6037404701,"Census Tract 4047.01, Los Angeles County, California",5787,5787,1938,9,462,993,0,1436,949,33.49,0.16,7.98,17.16,0,24.81,16.4,31,87093
6037404702,"Census Tract 4047.02, Los Angeles County, California",5046,5046,1729,116,0,1327,0,1044,830,34.26,2.3,0,26.3,0,20.69,16.45,37,71432
6037404703,"Census Tract 4047.03, Los Angeles County, California",3282,3282,813,57,20,486,0,1486,420,24.77,1.74,0.61,14.81,0,45.28,12.8,35,71033
6037404804,"Census Tract 4048.04, Los Angeles County, California",4396,4396,1502,17,153,1136,0,828,760,34.17,0.39,3.48,25.84,0,18.84,17.29,42,69509
6037404805,"Census Tract 4048.05, Los Angeles County, California",2795,2795,1010,0,0,1099,0,203,483,36.14,0,0,39.32,0,7.26,17.28,27,56250
6037404806,"Census Tract 4048.06, Los Angeles County, California",6085,6085,1973,92,205,1136,90,1994,595,32.42,1.51,3.37,18.67,1.48,32.77,9.78,30,70653
6037404901,"Census Tract 4049.01, Los Angeles County, California",5986,5986,1560,42,312,1414,0,1959,699,26.06,0.7,5.21,23.62,0,32.73,11.68,25,93218
6037404902,"Census Tract 4049.02, Los Angeles County, California",3596,3596,697,5,54,1314,0,956,570,19.38,0.14,1.5,36.54,0,26.59,15.85,36,77734
6037404903,"Census Tract 4049.03, Los Angeles County, California",2366,2366,742,34,135,652,0,409,394,31.36,1.44,5.71,27.56,0,17.29,16.65,35,64130
6037405001,"Census Tract 4050.01, Los Angeles County, California",5691,5691,1905,62,310,930,0,1659,825,33.47,1.09,5.45,16.34,0,29.15,14.5,35,76528
6037405002,"Census Tract 4050.02, Los Angeles County, California",3195,3195,721,57,95,351,0,1072,899,22.57,1.78,2.97,10.99,0,33.55,28.14,31,68250
6037405101,"Census Tract 4051.01, Los Angeles County, California",5185,5185,1137,35,142,1641,29,825,1376,21.93,0.68,2.74,31.65,0.56,15.91,26.54,27,72920
6037405102,"Census Tract 4051.02, Los Angeles County, California",5592,5592,1753,131,164,1305,0,1178,1061,31.35,2.34,2.93,23.34,0,21.07,18.97,33,68095
6037405201,"Census Tract 4052.01, Los Angeles County, California",5131,5131,2043,38,150,853,0,1382,665,39.82,0.74,2.92,16.62,0,26.93,12.96,31,58050
6037405202,"Census Tract 4052.02, Los Angeles County, California",4815,4815,1785,73,54,714,342,1169,678,37.07,1.52,1.12,14.83,7.1,24.28,14.08,28,67273
6037405203,"Census Tract 4052.03, Los Angeles County, California",2963,2963,961,56,8,649,0,1001,288,32.43,1.89,0.27,21.9,0,33.78,9.72,31,85729
6037405301,"Census Tract 4053.01, Los Angeles County, California",3098,3098,1084,82,98,625,6,919,284,34.99,2.65,3.16,20.17,0.19,29.66,9.17,30,68603
6037405302,"Census Tract 4053.02, Los Angeles County, California",5780,5780,1980,234,156,1128,0,1173,1109,34.26,4.05,2.7,19.52,0,20.29,19.19,26,86238
6037405400,"Census Tract 4054, Los Angeles County, California",4943,4943,2636,110,8,506,68,582,1033,53.33,2.23,0.16,10.24,1.38,11.77,20.9,35,91750
6037405500,"Census Tract 4055, Los Angeles County, California",6491,6491,2329,96,197,1260,0,1645,964,35.88,1.48,3.03,19.41,0,25.34,14.85,31,76842
6037405600,"Census Tract 4056, Los Angeles County, California",5783,5783,2319,334,108,1054,0,1196,772,40.1,5.78,1.87,18.23,0,20.68,13.35,37,88493
6037405701,"Census Tract 4057.01, Los Angeles County, California",4104,4104,1963,144,10,965,0,758,264,47.83,3.51,0.24,23.51,0,18.47,6.43,31,95806
6037405702,"Census Tract 4057.02, Los Angeles County, California",5349,5349,2375,95,102,932,0,809,1036,44.4,1.78,1.91,17.42,0,15.12,19.37,30,85357
6037405800,"Census Tract 4058, Los Angeles County, California",5798,5798,2453,170,9,1116,0,1100,950,42.31,2.93,0.16,19.25,0,18.97,16.38,32,78984
6037405900,"Census Tract 4059, Los Angeles County, California",4260,4260,2102,85,9,490,0,1273,301,49.34,2,0.21,11.5,0,29.88,7.07,35,71929
6037406000,"Census Tract 4060, Los Angeles County, California",5455,5455,2605,167,11,572,31,927,1142,47.75,3.06,0.2,10.49,0.57,16.99,20.93,36,87052
6037406101,"Census Tract 4061.01, Los Angeles County, California",3146,3146,1615,65,52,358,0,314,742,51.34,2.07,1.65,11.38,0,9.98,23.59,28,68306
6037406103,"Census Tract 4061.03, Los Angeles County, California",8191,8191,4530,433,157,708,0,1585,778,55.3,5.29,1.92,8.64,0,19.35,9.5,29,67429
6037406201,"Census Tract 4062.01, Los Angeles County, California",3698,3698,1437,146,11,682,0,968,454,38.86,3.95,0.3,18.44,0,26.18,12.28,29,38182
6037406300,"Census Tract 4063, Los Angeles County, California",6435,6435,1864,119,224,2075,8,1666,479,28.97,1.85,3.48,32.25,0.12,25.89,7.44,37,110541
6037406413,"Census Tract 4064.13, Los Angeles County, California",6474,6474,2233,140,17,1361,0,1934,789,34.49,2.16,0.26,21.02,0,29.87,12.19,34,88695
6037406500,"Census Tract 4065, Los Angeles County, California",6842,6842,1193,118,0,2317,0,2117,1097,17.44,1.72,0,33.86,0,30.94,16.03,37,98221
6037406601,"Census Tract 4066.01, Los Angeles County, California",5122,5122,1906,273,19,1406,19,1245,254,37.21,5.33,0.37,27.45,0.37,24.31,4.96,36,105833
6037406602,"Census Tract 4066.02, Los Angeles County, California",5031,5031,1541,50,106,944,0,1972,418,30.63,0.99,2.11,18.76,0,39.2,8.31,34,94728
6037406701,"Census Tract 4067.01, Los Angeles County, California",3403,3403,616,335,9,625,1,1334,483,18.1,9.84,0.26,18.37,0.03,39.2,14.19,31,96771
6037406702,"Census Tract 4067.02, Los Angeles County, California",6525,6525,2143,177,23,1770,57,1817,538,32.84,2.71,0.35,27.13,0.87,27.85,8.25,35,97857
6037406801,"Census Tract 4068.01, Los Angeles County, California",5039,5039,1991,139,69,986,16,1287,551,39.51,2.76,1.37,19.57,0.32,25.54,10.93,29,107530
6037406903,"Census Tract 4069.03, Los Angeles County, California",8080,8080,3070,442,96,1036,160,2448,828,38,5.47,1.19,12.82,1.98,30.3,10.25,36,83833
6037407001,"Census Tract 4070.01, Los Angeles County, California",5817,5817,2160,16,73,449,0,2457,662,37.13,0.28,1.25,7.72,0,42.24,11.38,35,75216
6037407002,"Census Tract 4070.02, Los Angeles County, California",3446,3446,1235,11,0,323,0,1723,154,35.84,0.32,0,9.37,0,50,4.47,29,86641
6037407101,"Census Tract 4071.01, Los Angeles County, California",4658,4658,1771,0,125,357,0,2130,275,38.02,0,2.68,7.66,0,45.73,5.9,28,83000
6037407102,"Census Tract 4071.02, Los Angeles County, California",5611,5611,1237,88,264,770,0,3007,245,22.05,1.57,4.71,13.72,0,53.59,4.37,26,76151
6037407201,"Census Tract 4072.01, Los Angeles County, California",3637,3637,1424,0,39,400,0,1454,320,39.15,0,1.07,11,0,39.98,8.8,33,84545
6037407202,"Census Tract 4072.02, Los Angeles County, California",3266,3266,1153,0,500,312,0,1074,227,35.3,0,15.31,9.55,0,32.88,6.95,34,64401
6037407301,"Census Tract 4073.01, Los Angeles County, California",4294,4294,1743,50,0,804,9,1450,238,40.59,1.16,0,18.72,0.21,33.77,5.54,32,76951
6037407302,"Census Tract 4073.02, Los Angeles County, California",3535,3535,2057,58,55,292,9,702,362,58.19,1.64,1.56,8.26,0.25,19.86,10.24,26,70208
6037407400,"Census Tract 4074, Los Angeles County, California",2029,2029,465,72,17,457,14,795,209,22.92,3.55,0.84,22.52,0.69,39.18,10.3,32,105500
6037407501,"Census Tract 4075.01, Los Angeles County, California",4212,4212,1070,51,13,1100,0,1645,333,25.4,1.21,0.31,26.12,0,39.06,7.91,31,75893
6037407502,"Census Tract 4075.02, Los Angeles County, California",3946,3946,1168,53,60,331,0,2104,230,29.6,1.34,1.52,8.39,0,53.32,5.83,37,88333
6037407601,"Census Tract 4076.01, Los Angeles County, California",4080,4080,824,157,24,692,37,2112,234,20.2,3.85,0.59,16.96,0.91,51.76,5.74,27,63531
6037407602,"Census Tract 4076.02, Los Angeles County, California",4311,4311,1198,163,5,396,7,1942,600,27.79,3.78,0.12,9.19,0.16,45.05,13.92,34,84412
6037407701,"Census Tract 4077.01, Los Angeles County, California",4284,4284,1297,107,24,790,15,1514,537,30.28,2.5,0.56,18.44,0.35,35.34,12.54,35,59792
6037407702,"Census Tract 4077.02, Los Angeles County, California",6683,6683,2561,60,122,1357,0,2175,408,38.32,0.9,1.83,20.31,0,32.55,6.11,33,77059
6037407801,"Census Tract 4078.01, Los Angeles County, California",5299,5299,2012,211,56,1220,0,1537,263,37.97,3.98,1.06,23.02,0,29.01,4.96,31,90000
6037407802,"Census Tract 4078.02, Los Angeles County, California",3059,3059,960,36,79,616,42,1190,136,31.38,1.18,2.58,20.14,1.37,38.9,4.45,30,91313
6037407901,"Census Tract 4079.01, Los Angeles County, California",4392,4392,1771,63,10,499,51,1337,661,40.32,1.43,0.23,11.36,1.16,30.44,15.05,34,102617
6037407902,"Census Tract 4079.02, Los Angeles County, California",1680,1680,267,6,87,854,0,414,52,15.89,0.36,5.18,50.83,0,24.64,3.1,36,93111
6037408003,"Census Tract 4080.03, Los Angeles County, California",4631,4631,1156,333,18,1576,0,1152,396,24.96,7.19,0.39,34.03,0,24.88,8.55,34,91556
6037408004,"Census Tract 4080.04, Los Angeles County, California",2558,2558,541,446,0,790,0,570,211,21.15,17.44,0,30.88,0,22.28,8.25,36,81463
6037408005,"Census Tract 4080.05, Los Angeles County, California",5461,5461,1459,289,0,2130,0,844,739,26.72,5.29,0,39,0,15.46,13.53,39,119175
6037408006,"Census Tract 4080.06, Los Angeles County, California",3708,3708,667,103,0,2287,29,489,133,17.99,2.78,0,61.68,0.78,13.19,3.59,35,86897
6037408133,"Census Tract 4081.33, Los Angeles County, California",6132,6132,1364,625,65,1840,0,1839,399,22.24,10.19,1.06,30.01,0,29.99,6.51,30,83011
6037408134,"Census Tract 4081.34, Los Angeles County, California",2833,2833,572,24,0,1520,0,343,374,20.19,0.85,0,53.65,0,12.11,13.2,35,125129
6037408135,"Census Tract 4081.35, Los Angeles County, California",4395,4395,790,142,0,2591,0,555,317,17.97,3.23,0,58.95,0,12.63,7.21,32,77208
6037408136,"Census Tract 4081.36, Los Angeles County, California",3659,3659,706,437,31,1421,0,686,378,19.29,11.94,0.85,38.84,0,18.75,10.33,37,110542
6037408137,"Census Tract 4081.37, Los Angeles County, California",4318,4318,751,388,0,1732,43,1111,293,17.39,8.99,0,40.11,1,25.73,6.79,33,86329
6037408138,"Census Tract 4081.38, Los Angeles County, California",5388,5388,2007,91,58,237,0,2320,675,37.25,1.69,1.08,4.4,0,43.06,12.53,31,78523
6037408139,"Census Tract 4081.39, Los Angeles County, California",4676,4676,1597,0,0,365,0,2422,292,34.15,0,0,7.81,0,51.8,6.24,33,80921
6037408140,"Census Tract 4081.40, Los Angeles County, California",4011,4011,853,31,0,274,0,2673,180,21.27,0.77,0,6.83,0,66.64,4.49,25,69645
6037408141,"Census Tract 4081.41, Los Angeles County, California",4685,4685,1107,28,43,733,0,2687,87,23.63,0.6,0.92,15.65,0,57.35,1.86,25,89568
6037408212,"Census Tract 4082.12, Los Angeles County, California",4936,4936,687,97,1,2760,0,1053,338,13.92,1.97,0.02,55.92,0,21.33,6.85,27,64906
6037408213,"Census Tract 4082.13, Los Angeles County, California",6184,6184,721,108,338,3716,63,1019,219,11.66,1.75,5.47,60.09,1.02,16.48,3.54,30,73000
6037408301,"Census Tract 4083.01, Los Angeles County, California",5909,5909,1641,35,0,769,0,3058,406,27.77,0.59,0,13.01,0,51.75,6.87,31,73870
6037408302,"Census Tract 4083.02, Los Angeles County, California",3647,3647,1138,177,4,333,0,1555,440,31.2,4.85,0.11,9.13,0,42.64,12.06,35,94868
6037408303,"Census Tract 4083.03, Los Angeles County, California",4382,4382,1438,64,0,571,0,1221,1088,32.82,1.46,0,13.03,0,27.86,24.83,34,111019
6037408401,"Census Tract 4084.01, Los Angeles County, California",4577,4577,1149,6,15,1109,43,1896,359,25.1,0.13,0.33,24.23,0.94,41.42,7.84,27,84740
6037408402,"Census Tract 4084.02, Los Angeles County, California",6367,6367,3029,0,158,1337,0,1370,473,47.57,0,2.48,21,0,21.52,7.43,37,110043
6037408503,"Census Tract 4085.03, Los Angeles County, California",6829,6829,2101,122,28,2896,10,740,932,30.77,1.79,0.41,42.41,0.15,10.84,13.65,35,124667
6037408504,"Census Tract 4085.04, Los Angeles County, California",5393,5393,1521,17,79,1649,0,1527,600,28.2,0.32,1.46,30.58,0,28.31,11.13,36,96307
6037408505,"Census Tract 4085.05, Los Angeles County, California",2536,2536,940,60,14,1050,4,243,225,37.07,2.37,0.55,41.4,0.16,9.58,8.87,32,104028
6037408623,"Census Tract 4086.23, Los Angeles County, California",3189,3189,870,186,0,1686,0,335,112,27.28,5.83,0,52.87,0,10.5,3.51,39,82885
6037408624,"Census Tract 4086.24, Los Angeles County, California",3115,3115,769,2,88,1983,0,253,20,24.69,0.06,2.83,63.66,0,8.12,0.64,32,104318
6037408625,"Census Tract 4086.25, Los Angeles County, California",3533,3533,1017,0,16,1740,0,575,185,28.79,0,0.45,49.25,0,16.28,5.24,43,116202
6037408626,"Census Tract 4086.26, Los Angeles County, California",3854,3854,500,82,0,2974,0,243,55,12.97,2.13,0,77.17,0,6.31,1.43,35,90096
6037408627,"Census Tract 4086.27, Los Angeles County, California",2778,2778,508,53,0,1780,5,405,27,18.29,1.91,0,64.07,0.18,14.58,0.97,37,105223
6037408628,"Census Tract 4086.28, Los Angeles County, California",5395,5395,1037,15,9,3438,0,682,214,19.22,0.28,0.17,63.73,0,12.64,3.97,32,72243
